QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,DEALSIZE,TERRITORY,SALES
49,100,5,1,1,1,2004,3,104,2,1,5285.14
31,100,4,1,1,3,2004,3,104,2,1,3181.53
29,100,2,1,2,4,2004,3,104,2,2,3340.51
37,84.82,2,1,2,6,2004,3,104,2,1,3138.34
38,100,11,1,3,7,2004,3,104,2,3,4775.08
29,100,4,1,3,8,2004,3,104,2,2,3006.43
23,100,13,1,3,9,2004,3,104,1,2,2866.26
26,85.87,8,1,4,10,2004,3,104,1,2,2232.62
38,100,5,1,4,10,2004,3,104,2,1,4457.02
48,47.04,7,1,4,11,2004,3,104,1,1,2257.92
40,39.8,18,1,4,11,2004,3,104,1,2,1592
45,100,11,1,4,11,2004,3,104,2,3,4948.2
44,100,4,1,4,12,2004,3,104,2,1,5160.76
21,94.22,5,1,1,1,2005,3,104,1,1,1978.62
35,100,5,1,1,2,2005,3,104,2,1,4288.2
29,86.92,2,1,1,3,2005,3,104,1,2,2520.68
21,84.82,2,2,2,5,2005,3,104,1,2,1781.22
22,100,11,1,1,2,2003,3,136,2,2,3065.04
26,100,5,1,2,4,2003,3,136,2,4,3551.34
41,100,2,1,2,6,2003,3,136,2,2,5544.02
47,100,8,1,3,8,2003,3,136,2,1,6034.33
31,100,7,1,3,9,2003,3,136,2,2,3641.57
43,100,2,1,4,10,2003,3,136,2,1,6930.74
23,100,9,1,4,11,2003,3,136,2,2,3675.63
28,100,9,1,4,11,2003,3,136,2,1,3442.04
49,100,1,1,4,11,2003,3,136,2,1,6893.81
24,100,9,1,1,1,2004,3,136,1,2,2622.48
33,100,3,1,1,2,2004,3,136,2,2,4417.38
22,100,6,1,1,3,2004,3,136,2,2,3606.02
32,100,12,4,2,5,2004,3,136,2,1,3802.56
40,100,13,1,3,7,2004,3,136,2,2,5026.4
43,100,1,1,3,8,2004,3,136,2,1,6695.53
24,100,4,1,3,9,2004,3,136,1,2,2819.28
32,100,9,1,4,10,2004,3,136,2,2,3759.04
20,100,1,1,4,10,2004,3,136,1,2,2731.8
24,69.12,9,1,4,11,2004,3,136,1,2,1658.88
48,100,12,1,4,11,2004,3,136,2,2,5778.24
44,100,1,1,4,12,2004,3,136,2,2,5191.12
28,100,3,1,1,1,2005,3,136,2,4,3862.88
24,61.52,9,1,1,2,2005,3,136,1,2,1476.48
33,100,2,1,1,3,2005,3,136,2,1,5273.73
41,100,12,6,2,5,2005,3,136,2,1,4872.03
23,100,13,1,1,1,2003,2,169,2,2,4556.99
46,100,5,1,1,3,2003,2,169,3,1,8257
48,100,4,1,2,4,2003,2,169,3,2,8209.44
25,100,3,1,2,5,2003,2,169,2,2,3598.5
22,100,15,1,2,6,2003,2,169,2,1,3837.24
41,100,3,1,3,7,2003,2,169,3,2,8331.61
34,100,9,1,3,8,2003,2,169,2,2,4836.5
32,100,14,1,3,9,2003,2,169,2,3,5418.88
21,100,7,1,3,9,2003,2,169,2,2,3734.01
20,100,1,1,4,10,2003,2,169,2,1,3996.4
47,100,16,1,4,10,2003,2,169,3,4,8754.69
39,100,3,1,4,11,2003,2,169,2,1,5481.45
29,100,5,1,4,11,2003,2,169,2,2,4419.89
45,100,7,1,4,11,2003,2,169,2,2,6324.75
28,100,10,1,4,11,2003,2,169,2,2,4409.72
26,100,12,1,4,11,2003,2,169,2,1,3918.46
50,100,10,1,4,11,2003,2,169,3,1,7620.5
48,100,1,1,4,12,2003,2,169,3,2,8291.04
25,100,11,1,4,12,2003,2,169,2,1,3937.25
40,100,11,1,1,1,2004,2,169,2,2,5554.4
43,100,2,1,1,2,2004,2,169,2,2,6407.86
22,100,5,1,1,3,2004,2,169,2,1,4172.52
47,100,1,1,2,4,2004,2,169,3,2,7083.37
36,100,9,1,2,5,2004,2,169,3,2,7132.68
40,100,6,4,2,6,2004,2,169,2,2,6773.6
27,100,8,1,2,6,2004,2,169,2,3,3657.69
29,100,7,1,3,7,2004,2,169,2,2,4812.55
20,100,9,1,3,7,2004,2,169,2,1,3928.6
42,100,7,1,3,8,2004,2,169,2,1,6401.22
25,100,5,1,3,8,2004,2,169,2,1,4191.25
36,100,5,1,3,8,2004,2,169,2,2,5852.52
21,100,12,1,3,9,2004,2,169,1,1,2844.87
23,100,9,1,4,10,2003,2,169,2,2,4011.66
37,100,9,1,4,10,2004,2,169,3,1,7455.87
48,100,3,1,4,10,2004,2,169,3,2,8940.96
25,100,3,1,4,10,2004,2,169,2,1,4572.25
33,100,11,1,4,11,2004,2,169,2,1,5700.09
27,100,12,1,4,11,2004,2,169,2,1,3155.49
27,100,11,1,4,11,2004,2,169,2,1,4170.69
20,100,3,6,4,11,2004,2,169,1,2,2878.8
30,100,4,1,4,11,2004,2,169,2,3,5029.5
48,100,6,1,4,12,2004,2,169,3,1,7396.8
32,93.49,12,1,4,12,2004,2,169,1,2,2991.68
34,100,1,1,1,1,2005,2,169,2,2,6275.72
27,56.85,9,1,1,1,2005,2,169,1,3,1534.95
39,100,3,1,1,2,2005,2,169,3,2,7264.53
47,100,6,1,1,2,2005,2,169,2,2,6869.05
22,100,5,1,1,3,2005,2,169,2,2,3353.02
55,100,1,1,2,4,2005,2,169,3,2,8289.05
60,100,9,1,2,5,2005,2,169,3,2,11887.8
35,100,6,1,2,5,2005,2,169,2,2,5926.9
28,100,8,2,2,5,2005,2,169,2,2,3793.16
38,100,13,1,1,2,2003,7,100,2,2,4330.1
21,95.8,7,1,2,4,2003,7,100,1,4,2011.8
41,100,4,1,2,6,2003,7,100,2,2,4837.18
22,97.81,10,1,3,8,2003,7,100,1,1,2151.82
29,88.74,9,1,3,9,2003,7,100,1,2,2573.46
50,100,1,1,4,10,2003,7,100,2,4,5344.5
29,100,11,1,4,11,2003,7,100,2,2,3070.52
49,80.67,11,1,4,11,2003,7,100,2,1,3952.83
35,100,3,1,4,11,2003,7,100,2,1,3564.75
48,100,11,1,1,1,2004,7,100,2,2,5614.56
23,80.67,5,1,1,2,2004,7,100,1,2,1855.41
48,95.8,8,1,1,3,2004,7,100,2,2,4598.4
42,100,14,4,2,5,2004,7,100,2,1,5082.42
47,100,15,1,3,7,2004,7,100,2,2,5450.59
36,100,3,1,3,8,2004,7,100,2,1,4174.92
22,100,6,1,3,9,2004,7,100,1,2,2418.24
40,91.76,11,1,4,10,2004,7,100,2,2,3670.4
23,100,3,1,4,10,2004,7,100,1,2,2481.7
32,100,6,1,4,11,2004,7,100,2,2,3807.68
21,100,7,1,4,11,2004,7,100,1,2,2230.41
41,93.04,2,1,4,12,2004,7,100,2,2,3814.64
25,84.71,5,1,1,1,2005,7,100,1,4,2117.75
26,100,12,1,1,2,2005,7,100,2,2,3340.48
24,89.75,4,1,1,3,2005,7,100,1,1,2154
48,100,14,6,2,5,2005,7,100,2,1,5808.48
26,68.35,9,1,1,3,2003,2,80,1,4,1777.1
21,73.17,13,1,2,5,2003,2,80,1,2,1536.57
45,78,10,1,3,7,2003,2,80,2,1,3510
36,86.04,10,1,3,9,2003,2,80,2,1,3097.44
21,81.21,5,1,4,10,2003,2,80,1,1,1705.41
32,70.76,5,1,4,11,2003,2,80,1,3,2264.32
30,82.82,17,1,4,11,2003,2,80,1,2,2484.6
36,94.88,6,1,4,11,2003,2,80,2,2,3415.68
33,86.04,11,1,4,12,2003,2,80,1,2,2839.32
35,78,5,1,1,1,2004,2,80,1,2,2730
37,95.69,12,1,1,2,2004,2,80,2,2,3540.53
41,73.17,6,1,2,4,2004,2,80,1,2,2999.97
20,76.39,2,1,2,5,2004,2,80,1,2,1527.8
45,86.84,2,1,3,7,2004,2,80,2,3,3907.8
38,69.96,6,1,3,8,2004,2,80,1,1,2658.48
43,70.76,15,1,3,8,2004,2,80,2,2,3042.68
49,78.8,8,1,4,10,2003,2,80,2,2,3861.2
27,80.41,13,1,4,10,2004,2,80,1,2,2171.07
46,73.98,1,1,4,11,2004,2,80,2,1,3403.08
38,59.1,10,1,4,11,2004,2,80,1,1,2245.8
25,66.74,5,1,4,11,2004,2,80,1,3,1668.5
46,60.3,10,1,1,1,2005,2,80,1,2,2773.8
22,100,4,1,1,2,2005,2,80,1,2,2464
40,100,9,1,1,3,2005,2,80,2,1,5491.6
46,100,16,1,1,1,2003,3,99,2,2,4791.82
39,100,4,1,1,3,2003,3,99,2,1,4178.85
38,82.34,16,1,2,5,2003,3,99,2,2,3128.92
30,100,5,1,3,7,2003,3,99,2,3,3095.4
42,94.25,2,1,3,9,2003,3,99,2,1,3958.5
43,100,6,1,4,10,2003,3,99,2,1,4991.44
29,95.24,4,1,4,11,2003,3,99,1,2,2761.96
33,86.31,1,1,4,11,2003,3,99,1,1,2848.23
32,79.37,5,1,4,11,2003,3,99,1,3,2539.84
28,87.3,11,1,4,12,2003,3,99,1,1,2444.4
41,100,8,1,1,1,2004,3,99,2,1,4555.92
33,100,1,1,1,3,2004,3,99,2,2,3666.96
36,84.33,5,1,2,4,2004,3,99,2,2,3035.88
26,89.29,5,1,2,6,2004,3,99,1,1,2321.54
34,100,7,1,3,8,2004,3,99,2,2,3474.46
26,96.23,2,1,3,9,2004,3,99,1,1,2501.98
38,100,11,1,4,10,2004,3,99,2,2,3958.46
33,100,8,1,4,10,2004,3,99,2,1,3535.95
33,91.27,2,1,4,11,2004,3,99,2,2,3011.91
46,100,2,1,4,11,2004,3,99,3,1,11336.7
26,100,12,1,4,11,2004,3,99,1,3,2656.94
25,100,3,1,4,12,2004,3,99,1,1,2604.25
45,73.08,4,1,1,1,2005,3,99,2,1,3288.6
50,100,7,1,1,2,2005,3,99,3,1,8935.5
36,100,1,1,1,3,2005,3,99,2,2,4035.96
21,89.29,5,2,2,5,2005,3,99,1,2,1875.09
29,100,8,1,1,3,2003,2,146,2,4,4049.56
21,100,12,1,2,5,2003,2,146,1,2,2469.39
42,100,9,1,3,7,2003,2,146,2,1,5432.7
37,100,9,1,3,9,2003,2,146,2,1,4405.22
25,100,4,1,4,10,2003,2,146,2,1,3638
36,100,4,1,4,11,2003,2,146,2,3,4444.92
22,100,16,1,4,11,2003,2,146,2,2,3395.48
23,100,5,1,4,11,2003,2,146,2,2,3414.58
32,100,10,1,4,12,2003,2,146,2,2,5127.04
28,100,4,1,1,1,2004,2,146,2,2,3745.28
27,100,11,1,1,2,2004,2,146,2,2,4564.08
49,100,5,1,2,4,2004,2,146,2,2,6554.24
41,100,1,1,2,5,2004,2,146,2,2,6749.83
49,100,1,1,3,7,2004,2,146,3,3,8427.02
30,100,5,1,3,8,2004,2,146,2,1,3924.6
40,100,14,1,3,8,2004,2,146,2,2,6761.6
23,100,7,1,4,10,2003,2,146,2,2,3786.49
49,100,12,1,4,10,2004,2,146,2,2,6266.12
25,100,5,1,4,11,2004,2,146,2,2,3491
37,100,3,1,4,11,2004,2,146,2,4,4405.22
55,100,7,1,4,11,2004,2,146,2,3,6548.3
23,100,7,1,4,12,2004,2,146,2,2,3177.91
24,100,11,1,1,1,2005,2,146,2,2,4142.64
43,96.49,10,1,1,2,2005,2,146,2,2,4149.07
50,100,1,1,1,3,2005,2,146,3,1,7397
47,100,2,1,1,3,2003,2,141,2,1,6241.6
34,100,4,1,2,5,2003,2,141,2,2,5331.88
31,100,4,1,3,7,2003,2,141,2,2,5124.3
28,100,11,1,3,9,2003,2,141,2,3,3639.44
36,100,10,1,4,10,2003,2,141,2,2,5544
48,100,8,1,4,11,2003,2,141,2,1,5493.12
39,100,4,1,4,11,2003,2,141,2,2,5785.26
45,100,9,1,4,11,2003,2,141,2,1,5340.6
35,100,15,1,4,12,2003,2,141,2,1,5735.8
45,100,8,1,1,1,2004,2,141,2,2,6357.6
46,100,6,1,1,2,2004,2,141,3,1,7343.9
37,100,1,1,2,4,2004,2,141,2,4,5959.22
31,100,3,4,2,6,2004,2,141,2,2,4029.38
33,100,4,1,3,7,2004,2,141,2,2,5035.14
31,100,4,1,3,8,2004,2,141,2,1,4116.8
27,100,2,1,3,8,2004,2,141,2,2,4310.55
39,100,6,1,4,10,2003,2,141,2,2,6446.7
32,100,11,1,4,10,2004,2,141,2,2,3616.64
28,100,8,1,4,11,2004,2,141,2,1,4232.76
26,67.91,12,1,4,11,2004,2,141,1,1,1765.66
44,84.88,2,1,4,11,2004,2,141,2,2,3734.72
46,100,6,5,1,1,2005,2,141,2,1,4808.38
32,70.83,4,1,1,2,2005,2,141,1,2,2266.56
65,100,1,3,2,4,2005,2,141,3,2,10468.9
43,100,3,1,2,5,2005,2,141,2,2,5589.14
43,67.77,12,1,1,3,2003,1,62,1,4,2914.11
35,49.74,16,1,2,5,2003,1,62,1,2,1740.9
45,50.36,13,1,3,7,2003,1,62,1,1,2266.2
47,67.14,2,1,3,9,2003,1,62,2,1,3155.58
21,64.66,8,1,4,10,2003,1,62,1,1,1357.86
38,68.39,8,1,4,11,2003,1,62,1,3,2598.82
21,50.36,3,1,4,11,2003,1,62,1,2,1057.56
43,72.74,9,1,4,11,2003,1,62,2,2,3127.82
46,54.09,8,1,1,1,2004,1,62,1,2,2488.14
38,58.44,1,1,1,2,2004,1,62,1,2,2220.72
26,52.22,1,1,2,4,2004,1,62,1,1,1357.72
31,52.84,5,1,2,5,2004,1,62,1,2,1638.04
48,54.71,3,1,2,6,2004,1,62,1,1,2626.08
33,50.36,9,1,3,8,2004,1,62,1,1,1661.88
38,57.2,1,1,3,8,2004,1,62,1,2,2173.6
39,55.95,3,1,3,9,2004,1,62,1,2,2182.05
42,67.14,16,1,4,10,2004,1,62,1,2,2819.88
44,59.06,4,1,4,11,2004,1,62,1,1,2598.64
29,69.63,2,1,4,11,2004,1,62,1,4,2019.27
26,55.95,8,1,4,11,2004,1,62,1,3,1454.7
31,53.47,1,1,4,12,2004,1,62,1,2,1657.57
32,89.12,12,1,1,1,2005,1,62,1,2,2851.84
28,100,9,1,1,2,2005,1,62,2,2,4609.64
36,100,2,1,1,3,2005,1,62,2,1,5079.96
36,52.22,1,1,2,4,2005,1,62,1,2,1879.92
41,100,17,1,1,2,2003,3,105,2,2,4774.86
27,99.52,8,1,2,4,2003,3,105,1,2,2687.04
33,100,1,1,2,6,2003,3,105,2,1,3423.75
34,100,12,1,3,8,2003,3,105,2,1,3455.76
29,100,10,1,4,10,2003,3,105,2,2,3622.97
34,100,6,4,4,10,2003,3,105,2,2,3599.58
48,100,9,1,4,11,2003,3,105,2,2,5386.56
46,100,6,1,4,11,2003,3,105,2,2,4918.78
22,100,3,1,4,11,2003,3,105,1,2,2538.8
20,100,5,1,1,1,2004,3,105,1,1,2498.6
45,85.75,9,1,1,2,2004,3,105,2,1,3858.75
46,100,5,1,2,5,2004,3,105,2,1,5600.5
34,100,14,4,2,6,2004,3,105,2,2,4103.46
50,85.75,1,1,3,7,2004,3,105,2,2,4287.5
46,100,3,1,3,8,2004,3,105,2,1,5795.54
22,84.7,12,1,3,9,2004,3,105,1,2,1863.4
48,86.81,6,1,4,10,2004,3,105,2,1,4166.88
47,86.81,14,1,4,11,2004,3,105,2,2,4080.07
34,100,6,1,4,11,2004,3,105,2,2,3815.48
45,100,2,1,4,11,2004,3,105,2,2,5526.45
20,100,2,1,4,12,2004,3,105,2,2,3374.6
50,60.49,6,1,1,1,2005,3,105,2,2,3024.5
22,57.55,6,5,1,3,2005,3,105,1,2,1266.1
45,100,17,1,1,3,2005,3,105,2,2,4811.85
58,100,6,1,2,4,2005,3,105,3,1,7307.42
51,100,5,3,2,5,2005,3,105,2,3,6209.25
38,100,3,1,1,1,2003,2,143,2,2,5348.5
22,100,12,1,2,4,2003,2,143,1,4,2780.58
25,100,5,1,2,6,2003,2,143,2,1,3447
24,100,15,1,3,8,2003,2,143,2,1,3791.52
35,100,1,1,3,9,2003,2,143,2,3,4524.1
28,100,6,1,4,10,2003,2,143,2,4,3337.6
36,100,5,1,4,11,2003,2,143,2,2,5532.12
39,100,16,1,4,11,2003,2,143,2,1,5096.91
27,100,8,1,4,11,2003,2,143,2,1,4537.08
40,100,1,1,4,12,2003,2,143,2,1,6146.8
50,100,5,1,1,2,2004,2,143,3,2,8258
42,100,3,1,1,3,2004,2,143,3,2,7238.28
48,100,5,1,2,5,2004,2,143,2,2,6756
25,100,5,1,3,7,2004,2,143,2,1,3734
31,100,8,1,3,8,2004,2,143,2,1,4674.8
44,100,2,1,3,9,2004,2,143,3,1,7140.76
23,100,16,1,4,10,2004,2,143,2,2,3600.65
29,100,8,1,4,10,2004,2,143,2,2,4206.74
49,100,13,1,4,11,2004,2,143,2,1,5379.71
36,100,3,1,4,11,2004,2,143,2,1,5679.36
34,100,5,1,4,12,2004,2,143,2,1,4394.84
25,100,13,1,4,12,2004,2,143,1,2,2528.25
48,100,6,1,1,1,2005,2,143,3,4,7031.52
38,100,1,1,1,2,2005,2,143,2,2,5340.9
37,100,1,1,1,3,2005,2,143,2,2,6376.58
49,100,5,1,2,5,2005,2,143,2,1,6896.75
22,86.51,4,1,1,1,2003,3,92,1,1,1903.22
28,89.27,8,1,1,3,2003,3,92,1,2,2499.56
36,85.59,7,1,2,5,2003,3,92,2,1,3081.24
34,100,1,1,3,9,2003,3,92,2,3,3598.22
39,100,10,1,4,10,2003,3,92,2,1,3912.09
21,75.46,14,1,4,11,2003,3,92,1,2,1584.66
36,100,11,1,4,11,2003,3,92,2,1,3942.72
24,97.55,15,1,4,11,2003,3,92,1,3,2341.2
29,85.59,5,1,4,12,2003,3,92,1,1,2482.11
38,94.79,1,1,1,1,2004,3,92,2,2,3602.02
34,100,11,1,1,3,2004,3,92,2,2,3566.94
42,90.19,3,1,2,4,2004,3,92,2,2,3787.98
35,100,17,1,3,8,2004,3,92,2,2,3704.05
35,80.99,6,1,3,9,2004,3,92,1,3,2834.65
38,89.27,2,1,4,10,2003,3,92,2,2,3392.26
41,81.91,1,1,4,10,2004,3,92,2,2,3358.31
50,100,2,1,4,11,2004,3,92,3,2,7310
21,100,4,1,4,11,2004,3,92,1,2,2203.11
43,62.72,8,5,1,1,2005,3,92,1,1,2696.96
32,100,1,1,1,2,2005,3,92,2,2,3376.64
6,90.19,3,6,2,4,2005,3,92,1,1,541.14
66,92.95,6,2,2,5,2005,3,92,2,3,6134.7
41,82.5,10,1,1,2,2003,3,87,2,2,3382.5
23,97.42,4,1,2,4,2003,3,87,1,4,2240.66
43,92.16,1,1,2,6,2003,3,87,2,2,3962.88
24,70.22,7,1,3,8,2003,3,87,1,1,1685.28
22,83.38,6,1,3,9,2003,3,87,1,2,1834.36
26,73.73,1,1,4,10,2003,3,87,1,1,1916.98
35,74.6,8,1,4,11,2003,3,87,1,2,2611
47,77.24,8,1,4,11,2003,3,87,2,1,3630.28
50,100,14,1,4,11,2003,3,87,2,2,5090.5
45,87.77,8,1,1,1,2004,3,87,2,2,3949.65
39,89.53,2,1,1,2,2004,3,87,2,2,3491.67
23,89.53,5,1,1,3,2004,3,87,1,2,2059.19
42,75.48,11,4,2,5,2004,3,87,2,1,3170.16
20,89.53,9,1,2,6,2004,3,87,1,1,1790.6
33,71.09,12,1,3,7,2004,3,87,1,2,2345.97
34,100,14,1,3,8,2004,3,87,2,1,3580.88
49,100,3,1,3,9,2004,3,87,2,2,4946.06
39,90.4,8,1,4,10,2004,3,87,2,2,3525.6
36,100,7,1,4,10,2004,3,87,2,2,3602.16
50,86.01,5,1,4,11,2004,3,87,2,2,4300.5
29,100,2,1,4,11,2004,3,87,2,1,4498.19
30,100,3,1,4,12,2004,3,87,2,2,3023.1
41,86.89,7,1,1,1,2005,3,87,2,4,3562.49
28,58.58,7,1,1,2,2005,3,87,1,2,1640.24
45,100,5,1,1,3,2005,3,87,2,1,4739.4
16,75.48,11,6,2,5,2005,3,87,1,1,1207.68
36,100,5,1,1,1,2003,6,121,2,2,4228.2
41,100,9,1,2,4,2003,6,121,2,2,4815.45
50,100,5,1,2,5,2003,6,121,3,2,7083
40,100,5,1,3,7,2003,6,121,2,1,4601.2
49,100,2,1,3,9,2003,6,121,2,4,6467.02
45,100,3,5,4,10,2003,6,121,2,2,5012.55
47,100,10,1,4,11,2003,6,121,2,2,5121.59
21,100,2,1,4,11,2003,6,121,1,1,2441.04
32,100,5,1,4,11,2003,6,121,2,2,4262.08
47,100,16,1,4,12,2003,6,121,2,1,6658.02
38,100,5,1,1,2,2004,6,121,2,3,4509.08
41,100,10,1,1,3,2004,6,121,2,1,4716.23
21,100,3,1,2,5,2004,6,121,1,1,2390.22
41,100,13,1,2,6,2004,6,121,2,3,4666.62
38,100,3,1,3,7,2004,6,121,2,3,5383.08
25,99.29,10,1,3,8,2004,6,121,1,1,2482.25
48,100,5,1,3,9,2004,6,121,2,2,5288.64
22,99.29,14,1,4,10,2004,6,121,1,1,2184.38
28,100,8,1,4,10,2004,6,121,1,1,2881.76
47,100,1,1,4,11,2004,6,121,2,2,6203.06
49,100,4,6,4,11,2004,6,121,2,2,6763.47
45,100,4,1,4,11,2004,6,121,2,3,5884.65
28,100,2,1,4,12,2004,6,121,2,1,3559.64
29,57.53,6,1,1,1,2005,6,121,1,3,1668.37
39,100,1,1,1,2,2005,6,121,2,1,4890.6
46,100,3,1,2,5,2005,6,121,2,1,5235.72
38,100,13,2,2,5,2005,6,121,2,2,4325.16
41,47.29,9,1,1,1,2003,3,50,1,2,1938.89
50,49.81,3,1,1,3,2003,3,50,1,1,2490.5
43,53.83,9,1,2,5,2003,3,50,1,2,2314.69
29,43.27,9,1,3,7,2003,3,50,1,1,1254.83
30,42.76,6,1,3,9,2003,3,50,1,4,1282.8
25,53.83,7,5,4,10,2003,3,50,1,2,1345.75
49,44.78,2,1,4,11,2003,3,50,1,3,2194.22
40,49.3,6,1,4,11,2003,3,50,1,1,1972
41,44.78,9,1,4,11,2003,3,50,1,2,1835.98
21,53.33,4,1,4,12,2003,3,50,1,1,1119.93
46,45.28,1,1,1,1,2004,3,50,1,1,2082.88
39,40.25,14,1,1,3,2004,3,50,1,1,1569.75
45,59.87,7,1,2,5,2004,3,50,1,1,2694.15
21,59.87,4,1,2,6,2004,3,50,1,4,1257.27
44,58.36,7,1,3,7,2004,3,50,1,3,2567.84
44,59.87,14,1,3,8,2004,3,50,1,1,2634.28
29,51.82,9,1,3,9,2004,3,50,1,2,1502.78
34,49.3,4,1,4,10,2004,3,50,1,2,1676.2
39,56.85,1,1,4,10,2004,3,50,1,1,2217.15
38,100,6,1,4,11,2004,3,50,2,1,6832.02
24,79.86,8,1,4,11,2004,3,50,1,1,1916.64
29,100,6,1,4,11,2004,3,50,3,2,7110.8
30,100,8,1,4,12,2004,3,50,2,2,5302.8
20,100,2,1,1,1,2005,3,50,1,3,2730
39,100,2,1,1,2,2005,3,50,3,1,7827.3
35,59.87,7,1,2,5,2005,3,50,1,1,2095.45
26,59.87,4,2,2,5,2005,3,50,1,2,1556.62
44,100,11,1,1,3,2003,2,148,2,4,5565.12
28,100,15,1,2,5,2003,2,148,2,2,3583.16
31,100,12,1,3,7,2003,2,148,2,1,4705.18
29,100,1,1,3,9,2003,2,148,2,1,4444.54
32,100,7,1,4,10,2003,2,148,2,1,4618.88
33,100,7,1,4,11,2003,2,148,2,3,4910.4
44,100,2,1,4,11,2003,2,148,2,2,5565.12
32,100,8,1,4,11,2003,2,148,2,2,4237.76
41,100,7,1,1,1,2004,2,148,2,2,5673.58
35,100,14,1,1,2,2004,2,148,2,2,5260.15
44,100,8,1,2,4,2004,2,148,2,2,6350.96
26,100,4,1,2,5,2004,2,148,2,2,3559.4
20,100,2,1,2,6,2004,2,148,1,1,2410.6
48,100,8,1,3,8,2004,2,148,2,1,5713.92
34,100,17,1,3,8,2004,2,148,2,2,4300.32
49,100,2,1,3,9,2004,2,148,3,2,7947.31
40,100,15,1,4,10,2004,2,148,2,2,5356.8
45,100,3,1,4,11,2004,2,148,3,1,7901.1
50,100,4,1,4,11,2004,2,148,2,4,6101
38,100,11,1,4,11,2004,2,148,2,3,6276.46
25,100,2,1,4,12,2004,2,148,2,2,4203.5
28,58.18,13,1,1,1,2005,2,148,1,2,1629.04
49,67.14,8,1,1,2,2005,2,148,2,2,3289.86
49,100,3,1,1,3,2005,2,148,2,1,6862.94
42,61.29,9,1,1,3,2003,2,71,1,2,2574.18
23,57.73,8,1,2,5,2003,2,71,1,1,1327.79
29,81.25,2,1,3,9,2003,2,71,1,3,2356.25
25,80.54,1,1,4,10,2003,2,71,1,2,2013.5
39,71.98,15,1,4,11,2003,2,71,1,2,2807.22
44,69.84,12,1,4,11,2003,2,71,2,1,3072.96
25,76.26,16,1,4,11,2003,2,71,1,3,1906.5
45,76.26,6,1,4,12,2003,2,71,2,1,3431.7
25,83.39,2,1,1,1,2004,2,71,1,2,2084.75
37,57.73,12,1,1,3,2004,2,71,1,2,2136.01
30,66.99,4,1,2,4,2004,2,71,1,2,2009.7
36,75.55,1,1,3,7,2004,2,71,1,1,2719.8
26,60.58,1,1,3,8,2004,2,71,1,2,1575.08
23,73.41,7,1,3,9,2004,2,71,1,3,1688.43
23,72.7,3,1,4,10,2003,2,71,1,2,1672.1
25,66.99,2,1,4,10,2004,2,71,1,2,1674.75
21,100,3,1,4,11,2004,2,71,2,2,3472.98
26,63.43,5,1,4,11,2004,2,71,1,2,1649.18
44,85.25,9,5,1,1,2005,2,71,2,1,3751
24,100,2,1,1,2,2005,2,71,2,2,4536
66,66.99,4,6,2,4,2005,2,71,2,1,4421.34
36,57.73,7,2,2,5,2005,2,71,1,3,2078.28
36,85.25,13,1,1,3,2003,2,73,2,2,3069
22,77.9,12,1,2,5,2003,2,73,1,1,1713.8
25,60.26,6,1,3,9,2003,2,73,1,3,1506.5
37,72.76,5,1,4,10,2003,2,73,1,2,2692.12
32,75.69,3,1,4,11,2003,2,73,1,1,2422.08
47,74.22,16,1,4,11,2003,2,73,2,1,3488.34
37,69.82,4,1,4,11,2003,2,73,1,1,2583.34
20,62.47,10,1,4,12,2003,2,73,1,1,1249.4
41,82.31,3,1,1,1,2004,2,73,2,2,3374.71
21,60.26,1,1,1,2,2004,2,73,1,1,1265.46
22,76.43,8,1,2,4,2004,2,73,1,2,1681.46
40,80.1,5,1,3,7,2004,2,73,2,1,3204
32,74.96,5,1,3,8,2004,2,73,1,2,2398.72
36,66.14,11,1,3,9,2004,2,73,1,3,2381.04
27,72.02,1,1,4,10,2003,2,73,1,2,1944.54
26,87.45,6,1,4,10,2004,2,73,1,2,2273.7
30,70.55,3,1,4,11,2004,2,73,1,1,2116.5
23,56.84,4,1,4,11,2004,2,73,1,2,1307.32
29,59.53,7,1,4,11,2004,2,73,1,2,1726.37
21,60.37,10,5,1,1,2005,2,73,1,1,1267.77
34,100,3,1,1,2,2005,2,73,2,2,3441.82
26,76.43,8,6,2,4,2005,2,73,1,1,1987.18
60,64.67,11,2,2,5,2005,2,73,2,3,3880.2
35,55.49,6,1,1,1,2003,2,57,1,2,1942.15
47,69.36,2,1,2,4,2003,2,57,2,1,3259.92
20,60.69,8,1,2,6,2003,2,57,1,1,1213.8
20,54.33,2,1,3,8,2003,2,57,1,2,1086.6
25,65.31,4,1,3,9,2003,2,57,1,3,1632.75
25,69.36,9,1,4,10,2003,2,57,1,4,1734
27,68.78,8,1,4,11,2003,2,57,1,2,1857.06
31,60.11,3,1,4,11,2003,2,57,1,2,1863.41
44,66.47,3,1,4,11,2003,2,57,1,1,2924.68
49,46.82,4,1,4,12,2003,2,57,1,1,2294.18
26,56.07,8,1,1,2,2004,2,57,1,2,1457.82
36,54.33,6,1,1,3,2004,2,57,1,2,1955.88
44,52.6,2,1,2,5,2004,2,57,1,2,2314.4
28,46.82,1,1,2,6,2004,2,57,1,3,1310.96
45,64.74,2,1,3,7,2004,2,57,1,1,2913.3
29,46.82,11,1,3,8,2004,2,57,1,1,1357.78
